0,District,Geographic_Zone,Latitude,Longitude,Altitude_m,Tree_Growth_Habitat,DBH_mm,Height_m,Crown_Diameter_m,Trunk_Diameter_m,Farm_Cultivated,Topography,Soil_Texture,Uses_Fruit,Uses_Leaf,Uses_Stem,Uses_Root,Uses_Seed,Target_Food,Target_Beverage,Target_Medicine,coord_match,Drainage,taste_attribute,medicine_use,stem_used,crown_height_ratio,canopy_area_m2,trunk_height_ratio,plant_use_count,parts_used_count,dbh_height_ratio,trunk_crown_ratio,height_crown_product,dbh_category,height_category,total_special_attributes,target,height_dbh_ratio,crown_trunk_ratio,canopy_volume_proxy,trunk_slenderness,altitude_normalized,altitude_height_interaction,altitude_crown_interaction,total_parts_used,Geographic_Zone_encoded,Tree_Growth_Habitat_encoded,Topography_encoded,Soil_Texture_encoded,Farm_Cultivated_encoded
Volta,South Tongu,Southern_Zone,6.499,0.722,115,Erect,"8,000",31,13,8,Other,Flat land,Sand,1,1,0,0,0,1,0,0,"(6.499, 0.722)",2,0,0,0,0.419,132.732,0.258,1,2,258.06,0.615,403,2,2,0,2,3.827160494,1.604938272,5239,3.827160494,0.211543402,3565,1495,2,2,1,0,4,5
Volta,South Tongu,Southern_Zone,6.563,0.622,152.19,Erect,"9,000",32,15,9,Fallow land,Flat land,Sandy loam,1,1,0,0,0,1,1,0,"(6.563, 0.622)",1,0,0,0,0.545,113.097,0.136,1,1,136.36,0.25,264,2,1,0,2,3.516483516,1.648351648,7200,3.516483516,0.317700454,4870.08,2282.85,2,2,1,0,8,2
Volta,South Tongu,Southern_Zone,6.563,0.622,152.19,Erect,"9,000",32,15,9,Fallow land,Flat land,Sandy loam,1,1,0,0,0,1,1,0,"(6.563, 0.622)",1,0,0,0,0.667,201.062,0.167,0,2,166.67,0.25,384,2,1,0,2,3.516483516,1.648351648,7200,3.516483516,0.317700454,4870.08,2282.85,2,2,1,0,8,2
Volta,South Tongu,Southern_Zone,6.563,0.622,152.19,Erect,"9,000",32,15,9,Fallow land,Flat land,Sandy loam,1,1,0,0,0,1,1,0,"(6.563, 0.622)",2,0,0,0,0.469,176.715,0.281,1,2,281.25,0.6,480,2,2,0,2,3.516483516,1.648351648,7200,3.516483516,0.317700454,4870.08,2282.85,2,2,1,0,8,2
Volta,South Tongu,Southern_Zone,6.563,0.623,143.3,Erect,"3,000",27,14,3,Fallow land,Flat land,Sandy loam,1,1,0,0,0,1,1,0,"(6.563, 0.623)",2,0,0,0,0.519,153.938,0.111,1,2,111.11,0.214,378,2,2,0,2,8.709677419,4.516129032,5292,8.709677419,0.29232438,3869.1,2006.2,2,2,1,0,8,2
Volta,South Tongu,Southern_Zone,6.563,0.623,143.3,Erect,"3,000",27,14,3,Fallow land,Flat land,Sandy loam,1,1,0,0,0,1,1,0,"(6.563, 0.623)",1,0,0,0,0.5,153.938,0.214,1,2,214.29,0.429,392,2,2,0,2,8.709677419,4.516129032,5292,8.709677419,0.29232438,3869.1,2006.2,2,2,1,0,8,2
Volta,South Tongu,Southern_Zone,6.243,0.895,75.26,Erect,"5,000",32,13,5,Other,Flat land,Sandy loam,1,0,0,0,0,1,1,0,"(6.243, 0.895)",2,0,0,0,0.406,132.732,0.156,1,1,156.25,0.385,416,2,2,0,2,6.274509804,2.549019608,5408,6.274509804,0.098107499,2408.32,978.38,1,2,1,0,8,5
Volta,South Tongu,Southern_Zone,6.268,0.893,135.13,Spreading,"3,000",27,12,3,Unknown,Flat land,Clay loam,1,1,0,0,0,1,1,0,"(6.268, 0.893)",1,0,0,0,0.444,113.097,0.111,1,2,111.11,0.25,324,2,2,0,2,8.709677419,3.870967742,3888,8.709677419,0.269003511,3648.51,1621.56,2,2,2,0,1,7
Volta,South Tongu,Southern_Zone,6.38,0.844,138.99,Erect,"3,000",32,14,3,Other,Flat land,Sand,1,1,0,0,0,1,1,0,"(6.38, 0.844)",2,0,0,0,0.437,153.938,0.094,1,2,93.75,0.214,448,2,2,0,0,10.32258065,4.516129032,6272,10.32258065,0.280021694,4447.68,1945.86,2,2,1,0,4,5
Volta,South Tongu,Southern_Zone,6.409,0.768,115.24,Erect,"8,000",36,12,8,"Backyard, kitchen or home garden (urban, peri-urban or rural)",Flat land,Sand,1,1,0,0,0,1,1,1,"(6.409, 0.768)",,,,,,,,,,,,,,,,,4.444444444,1.481481481,5184,4.444444444,0.21222847,4148.64,1382.88,2,2,1,0,4,0
Volta,South Tongu,Southern_Zone,6.563,0.623,142.51,Erect,"6,000",28,14,6,Fallow land,Flat land,Sandy loam,1,1,0,0,0,1,1,0,"(6.563, 0.623)",2,0,0,0,0.519,153.938,0.111,1,2,111.11,0.214,378,2,2,0,2,4.590163934,2.295081967,5488,4.590163934,0.290069363,3990.28,1995.14,2,2,1,0,8,2
Volta,South Tongu,Southern_Zone,6.563,0.623,142.51,Erect,"6,000",28,14,6,Fallow land,Flat land,Sandy loam,1,1,0,0,0,1,1,0,"(6.563, 0.623)",1,0,0,0,0.5,153.938,0.214,1,2,214.29,0.429,392,2,2,0,2,4.590163934,2.295081967,5488,4.590163934,0.290069363,3990.28,1995.14,2,2,1,0,8,2
Volta,South Tongu,Southern_Zone,6.563,0.622,142.52,Spreading,"4,000",24,16,4,Fallow land,Flat land,Sandy loam,1,1,0,0,0,0,1,0,"(6.563, 0.622)",1,0,0,0,0.545,113.097,0.136,1,1,136.36,0.25,264,2,1,0,2,5.853658537,3.902439024,6144,5.853658537,0.290097908,3420.48,2280.32,2,2,2,0,8,2
Volta,South Tongu,Southern_Zone,6.563,0.622,142.52,Spreading,"4,000",24,16,4,Fallow land,Flat land,Sandy loam,1,1,0,0,0,0,1,0,"(6.563, 0.622)",1,0,0,0,0.667,201.062,0.167,0,2,166.67,0.25,384,2,1,0,2,5.853658537,3.902439024,6144,5.853658537,0.290097908,3420.48,2280.32,2,2,2,0,8,2
Volta,South Tongu,Southern_Zone,6.563,0.622,142.52,Spreading,"4,000",24,16,4,Fallow land,Flat land,Sandy loam,1,1,0,0,0,0,1,0,"(6.563, 0.622)",2,0,0,0,0.469,176.715,0.281,1,2,281.25,0.6,480,2,2,0,2,5.853658537,3.902439024,6144,5.853658537,0.290097908,3420.48,2280.32,2,2,2,0,8,2
Volta,South Tongu,Southern_Zone,6.563,0.622,142.24,Spreading,"3,000",22,12,3,Fallow land,Flat land,Sandy loam,1,0,0,0,0,1,0,0,"(6.563, 0.622)",1,0,0,0,0.545,113.097,0.136,1,1,136.36,0.25,264,2,1,0,2,7.096774194,3.870967742,3168,7.096774194,0.289298661,3129.28,1706.88,1,2,2,0,8,2
Volta,South Tongu,Southern_Zone,6.563,0.622,142.24,Spreading,"3,000",22,12,3,Fallow land,Flat land,Sandy loam,1,0,0,0,0,1,0,0,"(6.563, 0.622)",1,0,0,0,0.667,201.062,0.167,0,2,166.67,0.25,384,2,1,0,2,7.096774194,3.870967742,3168,7.096774194,0.289298661,3129.28,1706.88,1,2,2,0,8,2
Volta,South Tongu,Southern_Zone,6.563,0.622,142.24,Spreading,"3,000",22,12,3,Fallow land,Flat land,Sandy loam,1,0,0,0,0,1,0,0,"(6.563, 0.622)",2,0,0,0,0.469,176.715,0.281,1,2,281.25,0.6,480,2,2,0,2,7.096774194,3.870967742,3168,7.096774194,0.289298661,3129.28,1706.88,1,2,2,0,8,2
Volta,South Tongu,Southern_Zone,6.529,0.714,94.16,Erect,"8,000",32,12,8,Orchard,Flat land,Sandy loam,1,1,0,0,0,1,1,1,"(6.529, 0.714)",1,0,1,0,0.375,113.097,0.25,2,2,250,0.667,384,2,2,1,2,3.950617284,1.481481481,4608,3.950617284,0.152056632,3013.12,1129.92,2,2,1,0,8,4
Volta,South Tongu,Southern_Zone,6.52,0.716,97.29,Erect,"6,000",32,14,6,Fallow land,Flat land,Sandy loam,1,1,0,0,0,1,1,0,"(6.52, 0.716)",2,0,0,0,0.437,153.938,0.187,1,2,187.5,0.429,448,2,2,0,2,5.245901639,2.295081967,6272,5.245901639,0.160991066,3113.28,1362.06,2,2,1,0,8,2
Volta,South Tongu,Southern_Zone,6.519,0.716,96.6,Erect,"5,000",30,13,5,Fallow land,Flat land,Sandy loam,1,1,0,0,0,1,0,0,"(6.519, 0.716)",,,,,,,,,,,,,,,,,5.882352941,2.549019608,5070,5.882352941,0.159021494,2898,1255.8,2,2,1,0,8,2
Volta,South Tongu,Southern_Zone,6.519,0.714,107.38,Erect,"7,000",28,12,7,Fallow land,Flat land,Sandy loam,1,1,0,0,0,1,0,0,"(6.519, 0.714)",2,0,0,0,0.429,113.097,0.25,1,2,250,0.583,336,2,2,0,2,3.943661972,1.690140845,4032,3.943661972,0.189792481,3006.64,1288.56,2,2,1,0,8,2
Volta,South Tongu,Southern_Zone,6.511,0.717,100.82,Erect,"4,000",27,18,4,Other,Flat land,Sandy loam,1,1,0,0,0,1,0,0,"(6.511, 0.717)",2,0,0,0,0.667,254.469,0.148,1,2,148.15,0.222,486,2,2,0,2,6.585365854,4.390243902,8748,6.585365854,0.171067279,2722.14,1814.76,2,2,1,0,8,5
Volta,South Tongu,Southern_Zone,6.448,0.724,115.47,Erect,"3,000",19,11,3,Fallow land,Wet land,Sand,1,1,0,0,0,1,1,0,"(6.448, 0.724)",1,1,0,0,0.579,95.033,0.158,1,2,157.89,0.273,209,2,1,1,2,6.129032258,3.548387097,2299,6.129032258,0.212884994,2193.93,1270.17,2,2,1,6,4,2
Volta,South Tongu,Southern_Zone,6.5,0.715,104.14,Erect,"2,000",22,9,2,Other,Flat land,Sandy loam,1,1,1,0,0,1,1,1,"(6.5, 0.715)",2,1,1,1,0.409,63.617,0.091,2,3,90.91,0.222,198,1,1,2,0,10.47619048,4.285714286,1782,10.47619048,0.180544058,2291.08,937.26,3,2,1,0,8,5
Volta,South Tongu,Southern_Zone,6.5,0.715,104.14,Erect,"2,000",22,9,2,Other,Flat land,Sandy loam,1,1,1,0,0,1,1,1,"(6.5, 0.715)",2,1,0,1,0.452,153.938,0.097,1,3,96.77,0.214,434,2,2,1,0,10.47619048,4.285714286,1782,10.47619048,0.180544058,2291.08,937.26,3,2,1,0,8,5
Volta,South Tongu,Southern_Zone,6.5,0.716,106.27,Erect,"4,000",28,11,4,Fallow land,Flat land,Sand,1,1,1,0,0,1,0,1,"(6.5, 0.716)",2,0,1,1,0.393,95.033,0.143,2,3,142.86,0.364,308,2,2,1,0,6.829268293,2.682926829,3388,6.829268293,0.18662404,2975.56,1168.97,3,2,1,0,4,2
Ahafo,District_3,Northern_Zone,10.235,-0.204,167.3,Drooping,"3,723.47",20.803,18.029,5.575,Parkland,Hilly,Clay loam,1,1,0,1,0,1,1,1,"(10.235, -0.204)",,,,,,,,,,,,,,,,,3.665726872,3.1769163,6761.907827,3.665726872,0.360831216,3480.3419,3016.2517,3,1,0,1,1,6
Ahafo,District_11,Middle_Zone,9.208,-2.097,122.844,Erect,"4,072.74",28.524,12.376,7.386,Woodlot,Flat land,Sandy loam,1,1,0,0,0,1,1,1,"(9.208, -2.097)",,,,,,,,,,,,,,,,,3.810312583,1.653219343,4368.889185,3.810312583,0.23393372,3504.002256,1520.317344,2,0,1,0,8,8
Ahafo,District_3,Southern_Zone,8.372,-0.088,288.545,Spreading,"4,367.35",23.503,13.108,7.565,"Backyard, kitchen or home garden (urban, peri-urban or rural)",Valley,Loamy sand,1,1,0,0,0,1,0,1,"(8.372, -0.088)",,,,,,,,,,,,,,,,,3.066275277,1.710110894,4038.277563,3.066275277,0.70691919,6781.673135,3782.24786,2,2,2,5,3,0
Ahafo,District_11,Northern_Zone,10.211,0.982,146.568,Drooping,"4,372.34",20.369,21.22,7.573,Parkland,Undulating,Silty loam,1,1,0,0,0,1,1,1,"(10.211, 0.982)",,,,,,,,,,,,,,,,,2.654633129,2.765541509,9171.92442,2.654633129,0.301652727,2985.443592,3110.17296,2,1,0,4,12,6
Ashanti,District_9,Northern_Zone,6.458,-0.532,296.492,Drooping,"4,152.45",22.631,14.992,6.423,Parkland,Valley,Loamy sand,1,1,0,0,0,1,0,1,"(6.458, -0.532)",,,,,,,,,,,,,,,,,3.469415913,2.29832899,5086.545008,3.469415913,0.729603517,6709.910452,4445.008064,2,1,0,5,3,6
Ashanti,District_1,Middle_Zone,9.52,-0.404,172.864,Erect,"3,453.53",16.743,19.57,4.176,Woodlot,Undulating,Silty loam,0,1,1,1,0,1,0,1,"(9.52, -0.404)",,,,,,,,,,,,,,,,,3.915575304,4.576707203,6412.316181,3.915575304,0.376713385,2894.261952,3382.94848,3,0,1,4,12,8
Ashanti,District_9,Southern_Zone,9.673,-1.954,171.264,Spreading,"4,546.13",24.563,19.613,4.819,"Backyard, kitchen or home garden (urban, peri-urban or rural)",Plateau,Sandy,0,1,0,1,1,1,0,1,"(9.673, -1.954)",,,,,,,,,,,,,,,,,4.993494613,3.987192519,9448.643536,4.993494613,0.372146262,4206.757632,3359.000832,3,2,2,2,5,0
Bono,District_2,Middle_Zone,8.661,-1.707,126.031,Erect,"3,280.40",29.013,14.918,4.219,Cropland,Undulating,Sandy clay loam,1,1,1,0,0,1,0,1,"(8.661, -1.707)",,,,,,,,,,,,,,,,,6.717527205,3.454040287,6456.748103,6.717527205,0.243030857,3656.537403,1880.130458,3,0,1,4,7,1
Bono,District_10,Southern_Zone,10.723,0.298,283.034,Spreading,"3,374.22",24.364,19.914,7.231,Fallow land,Plateau,Sandy clay,1,1,1,0,0,1,1,1,"(10.723, 0.298)",,,,,,,,,,,,,,,,,3.323421089,2.716409767,9661.968036,3.323421089,0.691188308,6895.840376,5636.339076,3,2,2,2,6,2
Bono,District_2,Northern_Zone,8.637,-2.96,103.152,Drooping,"4,171.80",27.478,16.209,4.863,Unknown,Hilly,Silty clay,1,0,1,0,1,1,1,1,"(8.637, -2.96)",,,,,,,,,,,,,,,,,5.536570623,3.265968164,7219.341131,5.536570623,0.17772386,2834.410656,1671.990768,3,1,0,1,11,7
Bono,District_10,Middle_Zone,9.899,0.682,259.889,Erect,"4,965.63",18.123,20.734,6.077,Cropland,Flat land,Clay,0,1,0,0,0,1,0,1,"(9.899, 0.682)",,,,,,,,,,,,,,,,,2.933948519,3.356645621,7791.055155,2.933948519,0.625122028,4709.968347,5388.538526,1,0,1,0,0,1
Bono East,District_7,Southern_Zone,7.049,-1.572,341.459,Spreading,"3,803.12",13.993,11.924,5.515,Fallow land,Undulating,Silty loam,1,1,0,0,0,0,1,1,"(7.049, -1.572)",,,,,,,,,,,,,,,,,2.4920748,2.123597507,1989.549592,2.4920748,0.857959638,4778.035787,4071.557116,2,2,2,4,12,2
Bono East,District_15,Northern_Zone,10.924,0.38,352.363,Drooping,"3,388.10",22.535,9.657,4.595,Cropland,Plateau,Sandy,1,1,0,0,1,0,1,0,"(10.924, 0.38)",,,,,,,,,,,,,,,,,4.799787007,2.05686901,2101.56112,4.799787007,0.889084577,7940.500205,3402.769491,3,1,0,2,5,1
Bono East,District_7,Middle_Zone,7.535,0.131,150.928,Erect,"2,448.89",14.786,8.826,5.822,Woodlot,Hilly,Clay loam,1,1,0,0,0,0,0,1,"(7.535, 0.131)",,,,,,,,,,,,,,,,,2.496791624,1.490374873,1151.803909,2.496791624,0.314098136,2231.621408,1332.090528,2,0,1,1,1,8
Bono East,District_15,Southern_Zone,6.878,-0.394,275.496,Spreading,"2,309.16",23.072,10.941,4.091,Fallow land,Flat land,Sandy loam,1,1,1,0,0,0,1,0,"(6.878, -0.394)",,,,,,,,,,,,,,,,,5.505130041,2.61059413,2761.844858,5.505130041,0.669671453,6356.243712,3014.201736,3,2,2,0,8,2
Bono East,District_7,Northern_Zone,8.652,-0.897,361.794,Drooping,"2,669.78",22.47,14.35,5.454,Cropland,Valley,Loamy sand,0,1,1,0,1,0,0,0,"(8.652, -0.897)",,,,,,,,,,,,,,,,,4.045732805,2.583723443,4627.078575,4.045732805,0.91600491,8129.51118,5191.7439,3,1,0,5,3,1
Bono East,District_15,Middle_Zone,9.947,0.456,60.378,Erect,"2,739.55",18.36,17.604,2.116,Woodlot,Undulating,Silty loam,1,1,0,0,1,0,0,1,"(9.947, 0.456)",,,,,,,,,,,,,,,,,8.285198556,7.944043321,5689.778982,8.285198556,0.055627551,1108.54008,1062.894312,3,0,1,4,12,8
Bono East,District_7,Southern_Zone,6.918,0.886,294.96,Spreading,"3,710.21",16.766,19.064,2.511,Fallow land,Plateau,Sandy,1,1,0,0,0,0,1,1,"(6.918, 0.886)",,,,,,,,,,,,,,,,,6.421294523,7.301417082,6093.369586,6.421294523,0.725230497,4945.29936,5623.11744,2,2,2,2,5,2
Central,District_5,Middle_Zone,8.049,-1,148.469,Erect,"4,554.42",24.849,13.038,6.544,Woodlot,Plateau,Sandy,1,1,0,0,0,1,1,1,"(8.049, -1.0)",,,,,,,,,,,,,,,,,3.740066225,1.962372065,4224.067694,3.740066225,0.30707904,3689.306181,1935.738822,2,0,1,2,5,8
Central,District_13,Southern_Zone,6.66,-0.544,200.501,Spreading,"4,891.07",21.903,21.347,5.31,"Backyard, kitchen or home garden (urban, peri-urban or rural)",Hilly,Clay loam,1,1,1,0,0,1,1,1,"(6.66, -0.544)",,,,,,,,,,,,,,,,,4.048613678,3.945841035,9981.07464,4.048613678,0.455601861,4391.573403,4280.094847,3,2,2,1,1,0
Central,District_5,Northern_Zone,7.144,-1.517,187.946,Drooping,"3,886.19",18.066,17.19,7.078,Parkland,Flat land,Sandy loam,1,1,0,0,0,1,0,1,"(7.144, -1.517)",,,,,,,,,,,,,,,,,2.516857063,2.394817498,5338.432543,2.516857063,0.419764222,3395.432436,3230.79174,2,1,0,0,8,6
Eastern,District_6,Northern_Zone,10.169,0.885,157.458,Drooping,"3,989.35",22.099,20.549,3.366,Unknown,Flat land,Clay,1,1,0,0,1,1,1,1,"(10.169, 0.885)",,,,,,,,,,,,,,,,,6.37593768,5.928736295,9331.554701,6.37593768,0.332737704,3479.664342,3235.604442,3,1,0,0,0,7
Eastern,District_14,Middle_Zone,7.107,-2.497,244.249,Erect,"3,383.09",28.198,13.076,7.944,Cropland,Valley,Loam,1,1,1,0,0,1,1,1,"(7.107, -2.497)",,,,,,,,,,,,,,,,,3.505469915,1.625559423,4821.34412,3.505469915,0.580478406,6887.333302,3193.799924,3,0,1,5,2,1
Eastern,District_6,Southern_Zone,9.836,0.472,282.771,Spreading,"3,249.09",15.947,16.78,7.081,Fallow land,Undulating,Sandy clay loam,1,1,1,0,0,1,1,1,"(9.836, 0.472)",,,,,,,,,,,,,,,,,2.220721348,2.336721905,4490.171275,2.220721348,0.690437587,4509.349137,4744.89738,3,2,2,4,7,2
Greater Accra,District_7,Southern_Zone,9.339,-0.568,243.088,Spreading,"3,949.21",28.774,21.928,5.994,"Backyard, kitchen or home garden (urban, peri-urban or rural)",Undulating,Silty loam,1,1,0,1,1,1,1,1,"(9.339, -0.568)",,,,,,,,,,,,,,,,,4.721693469,3.598293403,13835.60913,4.721693469,0.577164388,6994.614112,5330.433664,4,2,2,4,12,0
Greater Accra,District_15,Northern_Zone,10.817,-0.989,147.519,Drooping,"3,820.62",17.446,19.791,7.639,Parkland,Plateau,Sandy,1,1,1,0,0,1,1,1,"(10.817, -0.989)",,,,,,,,,,,,,,,,,2.254296421,2.557307146,6833.313499,2.254296421,0.304367311,2573.616474,2919.548529,3,1,0,2,5,6
Greater Accra,District_7,Middle_Zone,8.545,-0.428,284.578,Erect,"4,715.58",20.784,18.13,3.405,Woodlot,Hilly,Clay loam,1,1,0,1,0,1,1,1,"(8.545, -0.428)",,,,,,,,,,,,,,,,,5.929814551,5.172610556,6831.63637,5.929814551,0.695595581,5914.669152,5159.39914,3,0,1,1,1,8
North East,District_6,Northern_Zone,8.319,-1.11,139.726,Drooping,"3,326.08",16.609,19.37,5.862,Unknown,Flat land,Clay,1,1,0,0,0,0,0,0,"(8.319, -1.11)",,,,,,,,,,,,,,,,,2.785810131,3.248909762,6231.645312,2.785810131,0.28212257,2320.709134,2706.49262,2,1,0,0,0,7
North East,District_14,Middle_Zone,8.913,-1.408,114.87,Erect,"3,300.83",22.732,18.832,5.364,"Backyard, kitchen or home garden (urban, peri-urban or rural)",Valley,Loam,1,0,0,0,0,0,0,1,"(8.913, -1.408)",,,,,,,,,,,,,,,,,4.160322108,3.446559297,8061.7725,4.160322108,0.211172323,2611.22484,2163.23184,1,0,1,5,2,0
North East,District_6,Southern_Zone,9.811,-2.35,334.95,Spreading,"4,424.65",22.525,18.177,3.393,Parkland,Undulating,Sandy clay loam,0,1,0,0,0,0,0,0,"(9.811, -2.35)",,,,,,,,,,,,,,,,,6.448611509,5.203836244,7442.334986,6.448611509,0.839380013,7544.74875,6088.38615,1,2,2,4,7,6
North East,District_14,Northern_Zone,10.502,-1.588,305.216,Drooping,"4,074.56",19.805,14.954,3.261,Unknown,Plateau,Sandy clay,1,0,1,0,0,0,1,0,"(10.502, -1.588)",,,,,,,,,,,,,,,,,5.892591491,4.44927105,4428.836007,5.892591491,0.754505752,6044.80288,4564.200064,2,1,0,2,6,7
North East,District_6,Middle_Zone,10.114,-2.063,344.797,Erect,"2,027.05",23.155,13.17,4.847,"Backyard, kitchen or home garden (urban, peri-urban or rural)",Hilly,Silty clay,1,1,1,0,1,0,0,0,"(10.114, -2.063)",,,,,,,,,,,,,,,,,4.680614514,2.662219527,4016.20928,4.680614514,0.867487797,7983.774535,4540.97649,4,0,1,1,11,0
North East,District_14,Southern_Zone,6.821,-0.824,59.357,Spreading,"4,119.07",19.145,12.067,5.782,Parkland,Flat land,Clay,1,0,0,0,0,0,1,0,"(6.821, -0.824)",,,,,,,,,,,,,,,,,3.254845291,2.051513091,2787.751102,3.254845291,0.052713156,1136.389765,716.260919,1,2,2,0,0,6
North East,District_6,Northern_Zone,10.584,-0.32,187.049,Drooping,"4,226.34",18.241,11.248,5.677,Unknown,Valley,Loam,1,1,0,0,0,0,0,0,"(10.584, -0.32)",,,,,,,,,,,,,,,,,3.157521205,1.947031331,2307.80579,3.157521205,0.417203779,3411.960809,2103.927152,2,1,0,5,2,7
Northern,District_2,Middle_Zone,8.343,0.451,82.526,Erect,"3,149.43",14.289,14.187,2.202,"Backyard, kitchen or home garden (urban, peri-urban or rural)",Undulating,Sandy clay loam,1,1,1,0,0,0,1,1,"(8.343, 0.451)",,,,,,,,,,,,,,,,,6.207211121,6.162901825,2875.960876,6.207211121,0.118847943,1179.214014,1170.796362,3,0,1,4,7,0
Northern,District_10,Southern_Zone,6.67,-1.573,363.382,Spreading,"3,037.07",22.997,14.656,3.35,Parkland,Plateau,Sandy clay,1,1,0,0,0,0,0,1,"(6.67, -1.573)",,,,,,,,,,,,,,,,,6.665797101,4.248115942,4939.717333,6.665797101,0.920537779,8356.695854,5325.726592,2,2,2,2,6,6
Northern,District_2,Northern_Zone,7.155,-1.104,97.44,Drooping,"3,218.16",23.209,18.274,5,Unknown,Hilly,Silty clay,0,1,1,0,0,0,0,1,"(7.155, -1.104)",,,,,,,,,,,,,,,,,4.550784314,3.583137255,7750.392015,4.550784314,0.161419233,2261.48496,1780.61856,2,1,0,1,11,7
Northern,District_10,Middle_Zone,8.549,-2.224,233.33,Erect,"3,076.43",23.686,17.167,5.056,"Backyard, kitchen or home garden (urban, peri-urban or rural)",Flat land,Clay,1,0,0,0,0,0,1,0,"(8.549, -2.224)",,,,,,,,,,,,,,,,,4.593871218,3.329519007,6980.403687,4.593871218,0.54931065,5526.65438,4005.57611,1,0,1,0,0,0
Northern,District_2,Southern_Zone,6.734,-2.311,104.878,Spreading,"2,316.38",12.451,12.551,5.894,Parkland,Valley,Loam,0,0,1,1,0,0,0,0,"(6.734, -2.311)",,,,,,,,,,,,,,,,,2.077243911,2.093927261,1961.37616,2.077243911,0.182650644,1305.835978,1316.323778,2,2,2,5,2,6
Northern,District_10,Northern_Zone,7.509,-1.251,325.887,Drooping,"4,294.96",20.063,12.13,2.598,Unknown,Undulating,Sandy clay loam,0,1,1,0,1,0,1,0,"(7.509, -1.251)",,,,,,,,,,,,,,,,,7.436249073,4.495922906,2952.007625,7.436249073,0.813510119,6538.270881,3953.00931,3,1,0,4,7,7
Northern,District_2,Middle_Zone,10.901,-2.195,383.781,Erect,"2,878.60",11.952,11.622,3.432,"Backyard, kitchen or home garden (urban, peri-urban or rural)",Plateau,Sandy clay,1,1,1,0,0,0,1,0,"(10.901, -2.195)",,,,,,,,,,,,,,,,,3.38391846,3.290486976,1614.367206,3.38391846,0.978765735,4586.950512,4460.302782,3,0,1,2,6,0
Northern,District_10,Southern_Zone,8.214,-0.188,109.344,Spreading,"4,165.94",21.566,12.748,2.931,Parkland,Hilly,Silty clay,1,1,0,0,0,0,0,0,"(8.214, -0.188)",,,,,,,,,,,,,,,,,7.115143517,4.205872649,3504.723095,7.115143517,0.195398624,2358.112704,1393.917312,2,2,2,1,11,6
Oti,District_8,Middle_Zone,7.825,-2.961,325.136,Erect,"2,550.43",15.876,13.436,4.046,"Backyard, kitchen or home garden (urban, peri-urban or rural)",Hilly,Silty clay,0,1,0,0,0,0,1,1,"(7.825, -2.961)",,,,,,,,,,,,,,,,,3.829232996,3.240713941,2866.0323,3.829232996,0.811366426,5161.859136,4368.527296,1,0,1,1,11,0
Oti,District_16,Southern_Zone,9.794,-1.505,321.437,Spreading,"2,054.52",22.814,16.872,2.232,Parkland,Flat land,Clay,1,1,1,0,0,0,1,1,"(9.794, -1.505)",,,,,,,,,,,,,,,,,9.783018868,7.234991424,6494.333257,9.783018868,0.80080781,7333.263718,5423.285064,3,2,2,0,0,6
Oti,District_8,Northern_Zone,6.543,0.785,294.143,Drooping,"4,418.89",19.57,10.473,4.769,Unknown,Valley,Loam,1,1,0,0,0,0,0,1,"(6.543, 0.785)",,,,,,,,,,,,,,,,,4.019305812,2.150955022,2146.510577,4.019305812,0.72289841,5756.37851,3080.559639,2,1,0,5,2,7
Oti,District_16,Middle_Zone,9.252,-1.018,41.565,Erect,"3,958.89",17.34,13.696,4.685,"Backyard, kitchen or home garden (urban, peri-urban or rural)",Undulating,Sandy clay loam,1,1,0,0,1,0,1,0,"(9.252, -1.018)",,,,,,,,,,,,,,,,,3.623824451,2.862277952,3252.644413,3.623824451,0.001926755,720.7371,569.27424,3,0,1,4,7,0
Oti,District_8,Southern_Zone,6.833,-1.57,304.162,Spreading,"4,852.42",24.875,15.499,5.229,Parkland,Plateau,Sandy clay,1,1,0,0,0,0,1,1,"(6.833, -1.57)",,,,,,,,,,,,,,,,,4.667855132,2.908425596,5975.44765,4.667855132,0.75149716,7566.02975,4714.206838,2,2,2,2,6,6
Oti,District_16,Northern_Zone,6.706,0.124,188.583,Drooping,"2,227.66",19.875,19.907,5.824,Unknown,Hilly,Silty clay,1,1,0,0,0,0,1,0,"(6.706, 0.124)",,,,,,,,,,,,,,,,,3.354996624,3.360398379,7876.236899,3.354996624,0.421582508,3748.087125,3754.121781,2,1,0,1,11,7
Oti,District_8,Middle_Zone,8.135,-0.333,304.901,Erect,"2,106.69",11.669,17.672,5.57,"Backyard, kitchen or home garden (urban, peri-urban or rural)",Flat land,Clay,0,1,1,0,0,0,1,0,"(8.135, -0.333)",,,,,,,,,,,,,,,,,2.058024691,3.11675485,3644.223846,2.058024691,0.753606599,3557.889769,5388.210472,2,0,1,0,0,0
Savannah,District_5,Middle_Zone,7.429,-2.556,234.274,Erect,"4,522.70",14.488,11.744,2.082,Woodlot,Plateau,Sandy,1,0,0,0,0,0,0,1,"(7.429, -2.556)",,,,,,,,,,,,,,,,,6.639780018,5.382218148,1998.207214,6.639780018,0.552005252,3394.161712,2751.313856,1,0,1,2,5,8
